Number Of Sentences	First Words	First POS tags	First Phrases
2	XNAMEX,Low	NNP,CD	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	In,The	IN,DT	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	Located,It,It	VBN,PRP,PRP	VP,NP,NP
3	A,They,They	DT,PRP,PRP	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	The,While	DT,IN	NP,SBAR
3	XNAMEX,Although,They	NNP,IN,PRP	NP,SBAR,NP
1	A	DT	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	The,Had,XNAMEX	DT,VBD,NNP	NP,VP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,Customers,It	NNP,NNS,PRP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	The,Check	DT,VB	NP,NP
3	XNAMEX,Customers,Located	NNP,NNS,VBN	NP,NP,VP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	Located,It,It	VBN,PRP,PRP	VP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	There,It	EX,PRP	NP,NP
2	Located,Overall	VBN,RB	VP,ADVP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	For,Not	IN,RB	PP,FRAG
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	There,Customers	EX,NNS	NP,NP
1	This	DT	NP
1	There	EX	NP
2	XNAMEX,Kid	NNP,NNP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	There,.,It	EX,UH,PRP	NP,INTJ,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	SBAR
3	There,Its,It	EX,PRP$,PRP	NP,NP,NP
3	XNAMEX,High,It	NNP,JJ,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	A,The	DT,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,This	VBN,DT	VP,NP
1	XNAMEX	NNP	NP
2	For,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Highly,Their	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	For,It,It	IN,PRP,PRP	PP,NP,NP
1	XNAMEX	VB	VP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,This	NNP,DT	NP,NP
1	XNAMEX	VB	VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NN	NP
1	Located	VBN	VP
1	Located	VBN	VP
2	XNAMEX,They	NNP,PRP	NP,NP
2	Highly,The	NNP,DT	NP,NP
4	Welcome,We,Our,Our	VB,PRP,PRP$,PRP$	VP,NP,NP,NP
2	English,It	JJ,PRP	NP,NP
4	Welcome,We,Our,Our	VB,PRP,PRP$,PRP$	VP,NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Kids	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,Highly,Customer	NNP,NNP,NN	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	CD	QP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
1	Located	VBN	VP
1	there	EX	NP
1	With	IN	PP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,it	NN,PRP	NP,NP
1	The	DT	NP
1	With	IN	PP
2	There,The	EX,DT	NP,NP
3	XNAMEX,They,It	NNP,PRP,PRP	NP,NP,NP
2	on,XNAMEX	IN,NNP	PP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Find	NNP,VB	NP,VP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	A,XNAMEX	DT,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	If	IN	SBAR
2	A,XNAMEX	DT,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
3	XNAMEX,Pricing,The	NNP,NN,DT	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	In	IN	PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	Riverside	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,The	EX,DT	NP,NP
1	In	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	A,They	DT,PRP	NP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,Unfortunately	IN,RB	PP,ADVP
1	Though	IN	SBAR
1	XNAMEX	NNP	NP
4	Yes,This,They,They	UH,DT,PRP,PRP	INTJ,NP,NP,NP
3	Yes,The,This	UH,DT,DT	INTJ,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	A,Customers	DT,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,The,If	NNP,DT,IN	NP,NP,SBAR
2	XNAMEX,Is	NNP,VBZ	NP,VP
2	By,Its	IN,PRP$	SBAR,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,The,If	NNP,DT,IN	NP,NP,SBAR
2	English,Rated	JJ,VBN	NP,VP
2	Along,They	IN,PRP	PP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	Ranked,They	VBN,PRP	VP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,with	NNP,IN	NP,PP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,with	NNP,IN	NP,PP
2	XNAMEX,It	NN,PRP	NP,NP
3	XNAMEX,Rated,They	NNP,VBN,PRP	NP,VP,NP
2	XNAMEX,This	NNP,DT	NP,NP
2	XNAMEX,This	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	The	DT	NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	English	JJ	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NN	NP
1	In	IN	PP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
2	XNAMEX,Although	NNP,IN	NP,SBAR
2	In,It	IN,PRP	PP,NP
1	There	EX	NP
1	There	EX	NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Expensive	NN,VB	NP,VP
3	XNAMEX,Pricey,Kids	NN,RB,NNP	NP,ADVP,NP
2	Although,Children	IN,NNP	SBAR,NP
1	With	IN	PP
1	XNAMEX	NNP	NP
3	XNAMEX,It,its	NNP,PRP,PRP$	NP,NP,NP
2	There,It	EX,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Less	CD	QP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Near,It	IN,PRP	PP,NP
3	XNAMEX,It,Fitzbilles	NNP,PRP,NNS	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Offering	IN	PP
1	It	PRP	NP
2	In,This	IN,DT	PP,NP
3	XNAMEX,Food,It	NNP,NNP,PRP	NP,NP,NP
2	XNAMEX,Food	NNP,NNP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	In	IN	PP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,They,Their	NNP,PRP,PRP$	NP,NP,NP
2	You,They	PRP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,A	DT,DT	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
2	With,It	IN,PRP	PP,NP
2	The,They	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	If,Located	IN,VBN	SBAR,VP
2	The,It	DT,PRP	NP,NP
1	Located	VBN	VP
3	XNAMEX,The,Rated	NNP,DT,VBN	NP,NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	For	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NN	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
2	Child,It	RB,PRP	ADJP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,However	NNP,PRP,RB	NP,NP,ADVP
3	There,It,Children	EX,PRP,NNP	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Located	NNP,VBN	NP,VP
1	located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
3	XNAMEX,Serving,Located	NNP,VBG,VBN	NP,VP,VP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,Prices,It	NNP,PRP,NNS,PRP	NP,NP,NP,NP
1	XNAMEX	NNP	NP
1	Adults	NNS	NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,Customer	NNP,PRP,PRP,NN	NP,NP,NP,NP
3	There,Their,It	EX,PRP$,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	A,They	DT,PRP	NP,NP
1	There	EX	NP
2	If,It	IN,PRP	SBAR,NP
1	Located	VBN	VP
3	An,The,It	DT,DT,PRP	NP,NP,NP
2	On,Kids	IN,NNP	PP,NP
3	Over,They,There	IN,PRP,EX	PP,NP,NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	For,They	IN,PRP	PP,NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
2	XNAMEX,However	NNP,RB	NP,ADVP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	If	IN	SBAR
2	In,It	IN,PRP	PP,NP
2	English,It	JJ,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,No	NNP,PRP,DT	NP,NP,NP
3	XNAMEX,It,No	NNP,PRP,DT	NP,NP,NP
1	For	IN	PP
1	in	IN	PP
1	A	DT	NP
1	there	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Customers	NNS	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	Customers	NNS	NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	For	IN	PP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	an	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Customers	NNS	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	High	JJ	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Hello	UH	INTJ
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	low	JJ	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Children	NNP,NNP	NP,NP
3	A,It,They	DT,PRP,PRP	NP,NP,NP
2	The,The	DT,DT	NP,NP
1	Near	IN	PP
2	There,It	EX,PRP	NP,NP
3	located,right,The	VBN,RB,DT	VP,ADVP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,They	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	For,It	IN,PRP	PP,NP
3	XNAMEX,It,Families	NNP,PRP,NNS	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,Its	EX,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NN,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Kid,XNAMEX	NNP,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	When,Offering	WRB,NNP	WHADVP,NP
2	Near,It	IN,PRP	PP,NP
1	In	IN	PP
1	The	DT	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,It	NNP,PRP	NP,NP
2	XNAMEX,Chinese	NNP,JJ	NP,NP
4	XNAMEX,It,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
2	The,They	DT,PRP	NP,NP
4	XNAMEX,It,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,They	IN,PRP	PP,NP
1	The	DT	NP
1	Near	IN	PP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	The	DT	NP
1	XNAMEX	NN	NP
2	An,However	DT,RB	NP,ADVP
2	The,It	DT,PRP	NP,NP
2	Near,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Next	JJ	ADVP
2	Near,It	IN,PRP	PP,NP
2	There,It	EX,PRP	NP,NP
2	A,Not	DT,RB	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,You,It	NNP,PRP,PRP	NP,NP,NP
1	The	DT	NP
2	The,It	DT,PRP	NP,NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,The	IN,NNP	PP,NP
1	In	IN	PP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	Situated	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,This	NNP,DT	NP,NP
2	Situated,It	VBN,PRP	VP,NP
2	In,It	IN,PRP	PP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Kids	NNP,NNP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	If	IN	SBAR
2	XNAMEX,They	NNP,PRP	NP,NP
3	The,They,It	DT,PRP,PRP	NP,NP,NP
1	An	DT	NP
3	The,It,This	DT,PRP,DT	NP,NP,NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,The	DT,DT	NP,NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	Near	IN	PP
1	near	IN	PP
1	The	DT	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	Near,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
3	Yes,XNAMEX,It	RB,NNP,PRP	ADVP,NP,NP
2	Located,Customers	VBN,NNS	VP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
1	The	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	On	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Yes	NNP,PRP,RB	NP,NP,ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	In	IN	PP
1	A	DT	NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,This,Rated	NNP,DT,VBN	NP,NP,VP
2	XNAMEX,kids-friendly	NNP,RB	NP,ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
1	XNAMEX	NNP	NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Close	VB	VP
2	XNAMEX,XNAMEX	NNP,NNP	NP,NP
1	There	EX	NP
2	In,They	IN,PRP	PP,NP
1	Located	VBN	VP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
1	Rated	VBN	VP
2	In,This	IN,DT	PP,NP
2	Family,Located	NNP,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,5	NNP,CD	NP,NP
2	There,Not	EX,RB	NP,FRAG
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,It	VBN,PRP	VP,NP
2	XNAMEX,The	NNP,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,They	VBN,PRP	VP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	Near,It,Customer	IN,PRP,NN	PP,NP,NP
2	The,It	DT,PRP	NP,NP
3	Near,It,Customer	IN,PRP,NN	PP,NP,NP
2	Located,It	VBN,PRP	VP,NP
2	Near,XNAMEX	IN,NNP	PP,NP
2	Near,It	IN,PRP	PP,NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	If	IN	SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
1	Near	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,This	IN,DT	PP,NP
2	XNAMEX,This	NNP,DT	NP,NP
2	Near,It	IN,PRP	PP,NP
1	Near	IN	PP
2	In,A	IN,DT	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
1	coffee	NN	NP
2	Riverside,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,With	NNP,IN	NP,PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	There	EX	NP
1	In	IN	PP
1	Near	NNP	NP
1	XNAMEX	NNP	NP
1	Theres	RB	ADVP
1	XNAMEX	NNP	NP
1	It	PRP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	There,Its	EX,PRP$	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	coffee,If	NN,IN	NP,SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
2	XNAMEX,it	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	XNAMEX,it	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	an	DT	NP
1	A	DT	NP
2	Place,It	NN,PRP	NP,NP
1	XNAMEX	NNP	NP
1	beside	IN	PP
1	XNAMEX	NNP	NP
2	If,It	IN,PRP	SBAR,NP
2	XNAMEX,This	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,it	NNP,PRP	NP,NP
2	Down,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	coffee	NN	NP
1	XNAMEX	NNP	NP
1	A	DT	NP
2	Close,It	RB,PRP	ADJP,NP
1	coffee	NN	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	With	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	the	DT	NP
1	Located	VBN	VP
3	Near,It,It	IN,PRP,PRP	PP,NP,NP
2	On,It	IN,PRP	PP,NP
1	Near	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	On,It	IN,PRP	PP,NP
2	Cheap,Not	JJ,RB	NP,FRAG
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Not	NNP,RB	NP,FRAG
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Also	NNP,PRP,RB	NP,NP,ADVP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	A,It,and	DT,PRP,NNP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Low	JJ	NP
